Noun,A+N,F+N,all+N,O-Den,Bare Singular,Bare Plural,Non-Denumerators,a/an,number,digits,plural numeral,approximative,comparative,round numbers,imprecise quantifier,precise quantifier,non denumerating quantifier,measure,non quantificational,partitive,the,N/A,Celex_Countable,Celex_Uncountable,Noun Count,Plural Noun Percentage
constitutional,0,0,0,0.5,0.677,0.065,0.5,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0.5,0,1,0,631,0.008
constitutionalism,0.444444444,0,0,0,0.857,0,0.555555556,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0.555555556,0,0,1,165,0
constitutionalist,0.2,0,0,0,0.056,0.25,0.75,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.05,1,0,43,0.651
constraint,0.139947438,0.034165572,0.00131406,0.126806833,0.044,0.424,0.697109067,0.133377135,0.03088042,0.005913272,0,0,0,0.00065703,0.033508541,0.097240473,0,0,0.085413929,0,0.611695138,0.00131406,1,1,3925,0.811
constriction,0.442857143,0,0,0.028571429,0.22,0.093,0.528571429,0.442857143,0,0,0,0,0,0,0,0.028571429,0,0.014285714,0.071428571,0,0.442857143,0,1,1,122,0.164
constrictor,0.76,0.02,0,0.08,0.061,0.136,0.12,0.76,0.06,0,0,0,0,0,0.02,0.02,0,0,0.02,0,0.1,0.02,1,0,76,0.211
construct,0.291561395,0.008590197,0,0.13895907,0.09,0.237,0.553309752,0.288024255,0.068216271,0.008084891,0,0,0,0,0.008590197,0.070742799,0,0,0.084386054,0,0.468923699,0.003031834,0,0,3943,0.405
construction,0.092217327,0.001468429,0.005873715,0.026138032,0.478,0.034,0.872834068,0.090748899,0.004111601,0.005873715,0,0,0,0.000293686,0.001174743,0.017621145,0,0.000293686,0.054625551,0,0.817914831,0.007342144,1,1,14397,0.041
constructiveness,0,0,0,0,0.333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0
constructor,0.333333333,0.066666667,0,0.133333333,0.056,0.333,0.466666667,0.266666667,0.2,0,0,0,0,0,0.066666667,0,0,0,0,0,0.466666667,0,1,0,44,0.545
consubstantiation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
consul,0.100775194,0.031007752,0,0.046511628,0.217,0.103,0.813953488,0.100775194,0.031007752,0.007751938,0,0,0.007751938,0,0.023255814,0.007751938,0,0,0.015503876,0,0.798449612,0.007751938,1,0,299,0.154
consulate,0.124183007,0.003267974,0,0.029411765,0.024,0.054,0.839869281,0.124183007,0.016339869,0.009803922,0,0,0,0,0.003267974,0.003267974,0,0,0.006535948,0,0.833333333,0.003267974,1,0,433,0.139
consulship,0.25,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,1,0,5,0
consultancy,0.838709677,0.016129032,0,0,0.074,0.064,0.14516129,0.838709677,0,0,0,0,0,0,0.016129032,0,0,0,0,0,0.14516129,0,1,0,135,0.081
consultant,0.642384106,0.008428657,0,0.034918724,0.081,0.179,0.312161349,0.631848284,0.024382902,0.004816376,0.000301023,0,0.000301023,0,0.008127634,0.015954244,0,0,0.016255268,0,0.295605057,0.002107164,1,0,6212,0.282
consultation,0.380743982,0.019693654,0,0.126914661,0.485,0.169,0.466083151,0.376367615,0.006564551,0.067833698,0,0,0.002188184,0.002188184,0.015317287,0.056892779,0,0,0.061269147,0,0.404814004,0.006564551,1,1,2849,0.2
consumer,0.139963996,0.105760576,0.00090009,0.058505851,0.028,0.658,0.669216922,0.141314131,0.014851485,0.01170117,0.00360036,0.000450045,0.003150315,0.01530153,0.073357336,0.03510351,0,0.000450045,0.075157516,0,0.593609361,0.018451845,1,0,15858,0.506
consummation,0.203389831,0,0.016949153,0.016949153,0.218,0.01,0.779661017,0.203389831,0,0.016949153,0,0,0,0,0,0,0,0,0.033898305,0,0.745762712,0,1,1,105,0.01
consumption,0.062381853,0.001890359,0.011342155,0.026465028,0.689,0.001,0.860113422,0.060491493,0.001890359,0.017013233,0,0,0,0.001890359,0,0.009451796,0,0.001890359,0.079395085,0,0.778827977,0.049149338,0,1,5754,0.001
consumptive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.5
contact,0.134696332,0.03307276,0.034275406,0.096812989,0.642,0.121,0.671677691,0.129284426,0.019242333,0.023451594,0.001803969,0,0.001202646,0.001803969,0.030066146,0.066746843,0,0,0.224894768,0,0.4461816,0.054720385,1,1,16020,0.174
contagion,0.292134831,0,0,0,0.538,0.016,0.696629213,0.292134831,0,0,0,0,0,0,0,0,0,0,0.101123596,0,0.595505618,0.011235955,1,1,286,0.021
contagiousness,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0
container,0.488245931,0.019891501,0,0.08363472,0.069,0.296,0.399186257,0.474683544,0.037974684,0.026220615,0.003616637,0.001356239,0.002260398,0.003616637,0.00994575,0.03119349,0,0.001356239,0.035262206,0,0.362115732,0.007233273,1,0,4657,0.432
containerization,0,0,0,0,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0
containment,0.095652174,0,0,0.017391304,0.696,0.012,0.87826087,0.095652174,0.008695652,0,0,0,0,0,0,0.008695652,0,0,0.043478261,0,0.834782609,0.008695652,0,1,1076,0.012
contamination,0.041509434,0.00754717,0.00754717,0.022641509,0.744,0.003,0.920754717,0.041509434,0.011320755,0.00754717,0,0,0.00754717,0,0,0.003773585,0,0,0.158490566,0,0.762264151,0.00754717,1,1,1746,0.004
contemplation,0.140740741,0.007407407,0.007407407,0.007407407,0.605,0.008,0.844444444,0.140740741,0,0,0,0,0,0,0.007407407,0.007407407,0,0,0.111111111,0,0.733333333,0,0,1,718,0.019
contemporary,0.024096386,0.56626506,0,0.036144578,0.121,0.166,0.355421687,0.024096386,0.006024096,0.006024096,0.012048193,0,0,0,0.56626506,0.018072289,0,0,0.084337349,0,0.271084337,0.012048193,1,0,2286,0.377
contempt,0.290322581,0.005376344,0,0.021505376,0.621,0.001,0.672043011,0.290322581,0,0.016129032,0,0,0,0,0.005376344,0.005376344,0,0.010752688,0.112903226,0,0.548387097,0.010752688,0,1,1524,0.001
contender,0.52247191,0.028089888,0,0.148314607,0.044,0.243,0.293258427,0.488764045,0.108988764,0.034831461,0.001123596,0,0.002247191,0,0.025842697,0.037078652,0,0,0.031460674,0,0.260674157,0.007865169,1,0,1426,0.476
content,0.071410223,0.000770614,0.008219882,0.013871051,0.458,0,0.909324428,0.070382738,0.002311842,0.007963011,0,0,0,0,0.000770614,0.004623684,0,0.000770614,0.056254816,0,0.852298998,0.004623684,1,1,12936,0
contention,0.044397463,0.002114165,0.002114165,0.054968288,0.401,0.024,0.890063425,0.040169133,0.012684989,0.010570825,0,0,0,0,0.002114165,0.035940803,0,0,0.200845666,0,0.689217759,0.00845666,1,1,1717,0.088
contentiousness,0,0,0,0,0.342,0,1,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0.888888889,0,0,1,39,0
contentment,0.292682927,0,0,0.024390244,0.655,0,0.658536585,0.219512195,0.073170732,0,0,0,0,0,0,0.024390244,0,0,0.268292683,0,0.390243902,0.024390244,0,1,332,0
contents,0.000666223,0.001998668,0,0.005996003,0.108,0,0.990672885,0,0.001332445,0.000666223,0,0,0,0,0.001998668,0.004663558,0,0.003997335,0.009993338,0,0.976682212,0.000666223,0,1,3152,0
contest,0.379651758,0.009218163,0.000341413,0.057698873,0.124,0.133,0.51826562,0.376920451,0.020484807,0.011949471,0.00102424,0.000341413,0.000341413,0.000341413,0.008193923,0.026971663,0,0,0.063502902,0,0.454421304,0.035165586,1,0,4916,0.226
contestant,0.224215247,0.01793722,0,0.177130045,0.045,0.316,0.556053812,0.186098655,0.125560538,0.044843049,0,0,0.002242152,0.002242152,0.013452915,0.051569507,0,0,0.040358744,0,0.515695067,0.01793722,1,0,847,0.684
context,0.202858497,0.007580543,7.90E-05,0.022899558,0.11,0.094,0.765713834,0.197567909,0.010660139,0.00039482,7.90E-05,0,0,7.90E-05,0.007501579,0.017056222,0,0,0.136765635,0,0.6289482,0.000947568,1,1,18179,0.159
contiguity,0.357142857,0,0,0,0.586,0.029,0.642857143,0.357142857,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0.571428571,0,0,1,78,0.026
contiguousness,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
continence,0,0,0,0,0.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,0
continent,0.111835334,0.006861063,0,0.123842196,0.023,0.069,0.7567753,0.105317324,0.076500858,0.00102916,0,0,0,0,0.006861063,0.052830189,0.000343053,0.003087479,0.069982847,0,0.683361921,0.000686106,1,0,3440,0.192
continental,0.155,0,0,0.02,0.498,0.007,0.79,0.155,0.01,0.01,0,0,0,0,0,0,0,0,0.02,0,0.77,0.035,0,0,1387,0.02
contingency,0.183453237,0.025179856,0,0.129496403,0.212,0.27,0.658273381,0.179856115,0.014388489,0.003597122,0,0,0.003597122,0.003597122,0.017985612,0.115107914,0,0,0.089928058,0,0.568345324,0.003597122,1,1,1183,0.312
contingent,0.478170478,0.004158004,0.004158004,0.033264033,0.148,0.077,0.484407484,0.474012474,0.022869023,0,0,0,0,0,0.004158004,0.014553015,0,0.002079002,0.018711019,0,0.463617464,0,1,0,726,0.116
continuance,0.256410256,0,0,0,0.169,0.021,0.730769231,0.269230769,0,0,0,0,0,0,0,0,0,0,0.012820513,0,0.717948718,0,0,1,184,0.027
continuation,0.461077844,0,0,0,0.134,0.016,0.53742515,0.461077844,0,0,0,0,0,0,0,0,0,0,0.011976048,0,0.525449102,0.001497006,1,1,934,0.018
continuity,0.189982729,0.001727116,0,0.020725389,0.502,0.043,0.784110535,0.189982729,0.001727116,0.001727116,0,0,0,0,0.001727116,0.017271157,0,0,0.103626943,0,0.680483592,0.003454231,0,1,1975,0.075
continuo,0.083333333,0,0,0,0.2,0,0.916666667,0.083333333,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0.75,0,1,0,23,0.13
continuum,0.500877193,0,0,0.016666667,0.099,0.006,0.48245614,0.497368421,0.010526316,0.001754386,0,0,0,0,0,0.007894737,0,0,0.055263158,0,0.427192982,0,1,0,1368,0.014
contortion,0.186046512,0.069767442,0,0,0.063,0.316,0.744186047,0.186046512,0,0,0,0,0,0,0.069767442,0,0,0,0.11627907,0,0.627906977,0,1,1,97,0.773
contortionist,0.615384615,0,0,0,0.056,0.056,0.384615385,0.615384615,0,0,0,0,0,0,0,0,0,0,0,0,0.384615385,0,1,0,22,0.227
contour,0.061253561,0.001424501,0.001424501,0.101139601,0.071,0.139,0.83048433,0.061253561,0.005698006,0.072649573,0,0,0,0,0.001424501,0.024216524,0,0,0.025641026,0,0.804843305,0.004273504,1,0,1343,0.526
contraband,0.064516129,0,0.064516129,0.032258065,0.643,0.01,0.903225806,0.064516129,0.032258065,0,0,0,0,0,0,0,0,0,0.258064516,0,0.64516129,0,0,1,302,0.01
contrabass,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0.143
contraception,0.083333333,0,0,0.083333333,0.842,0,0.75,0.083333333,0,0.083333333,0,0,0,0,0,0,0,0,0.25,0,0.5,0.083333333,0,1,509,0
contraceptive,0.569230769,0,0,0.015384615,0.023,0.703,0.4,0.569230769,0,0,0,0,0,0,0,0.015384615,0,0,0.107692308,0,0.292307692,0.015384615,1,0,425,0.767
contract,0.489491728,0.010135639,0,0.043523625,0.092,0.228,0.436726785,0.486361604,0.01445819,0.005664033,0.001043375,0.000149054,0.000894321,0.000894321,0.008197943,0.026978685,0.000149054,0.000149054,0.043225518,0,0.39320316,0.018631689,1,1,15316,0.305
contraction,0.271493213,0.015837104,0.002262443,0.147058824,0.209,0.296,0.558823529,0.266968326,0.015837104,0.036199095,0,0,0,0,0.015837104,0.099547511,0,0.004524887,0.052036199,0,0.502262443,0.004524887,1,1,1224,0.417
contractor,0.423337856,0.03256445,0,0.090909091,0.041,0.357,0.443690638,0.409769335,0.050203528,0.023066486,0.002713704,0,0.002035278,0.001356852,0.02917232,0.028493894,0,0,0.037313433,0,0.406377205,0.009497965,1,0,3304,0.552
contradiction,0.331628303,0.029838022,0.00170503,0.071611253,0.14,0.219,0.565217391,0.327365729,0.011082694,0.007672634,0,0,0.000852515,0,0.028985507,0.0571185,0,0,0.123614663,0,0.441602728,0.00170503,1,1,2362,0.513
contradistinction,0,0,0,0,0.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
contrail,0.333333333,0,0,0.083333333,0.06,0.337,0.583333333,0.305555556,0.083333333,0,0,0,0,0,0,0.027777778,0,0,0.083333333,0,0.5,0,1,0,85,0.541
contraindication,0.555555556,0.055555556,0,0.055555556,0.037,0.531,0.333333333,0.555555556,0,0.055555556,0,0,0,0,0.055555556,0,0,0,0.055555556,0,0.277777778,0,1,0,81,0.827
contralto,0.764705882,0,0,0,0.25,0.05,0.235294118,0.764705882,0,0,0,0,0,0,0,0,0,0,0,0,0.235294118,0,1,0,50,0.06
contraption,0.431654676,0.003597122,0,0.061151079,0.059,0.101,0.503597122,0.417266187,0.039568345,0,0,0,0,0,0.003597122,0.035971223,0,0,0.14028777,0,0.363309353,0,1,0,396,0.215
contrariety,1,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.5
contrariness,0.333333333,0,0,0,0.385,0,0.666666667,0.333333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0,0,1,13,0
contrary,0.016642891,0,0,0,0.042,0.003,0.980979553,0.01616738,0.000475511,0,0,0,0,0,0,0,0,0,0.003328578,0,0.977650975,0.002377556,0,0,2238,0.009
contrast,0.412429379,0,0.001694915,0.02259887,0.828,0.001,0.562711864,0.407344633,0.004519774,0.006214689,0,0,0,0,0,0.016949153,0.000564972,0,0.062711864,0,0.499435028,0.002259887,1,1,12384,0.001
contravention,0.6,0,0,0,0.836,0.03,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,1,1,67,0.06
contretemps,0.269230769,0,0,0.115384615,0,0,0.576923077,0.230769231,0.038461538,0,0,0,0,0,0,0.115384615,0,0,0.153846154,0,0.423076923,0.038461538,1,0,34,0
contribution,0.346013549,0.021886399,0,0.056279312,0.046,0.288,0.559405941,0.341844711,0.026836894,0.008858781,0.000521105,0.000260552,0,0,0.021365294,0.025534132,0,0.000521105,0.055497655,0,0.503387181,0.015112038,1,1,10768,0.542
contributor,0.585079631,0.038558256,0.000838223,0.09891031,0.025,0.287,0.267393127,0.568315172,0.061190277,0.016764459,0.000838223,0.001676446,0.000838223,0,0.035205365,0.038558256,0,0,0.019279128,0,0.248113998,0.00838223,1,0,2163,0.506
contrition,0,0,0.4,0,0.752,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.6,0,0,1,152,0.007
contrivance,0.49122807,0.035087719,0.01754386,0.052631579,0.153,0.203,0.421052632,0.49122807,0.01754386,0,0,0,0,0,0.035087719,0.035087719,0,0,0.157894737,0,0.263157895,0,1,1,119,0.345
contriver,0.75,0,0,0.25,0,0,0,0.75,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,1,0,6,0
control,0.1205396,0.008920801,0.00848564,0.058311575,0.644,0.074,0.794604003,0.113794604,0.020017406,0.026109661,0.000217581,0,0,0.000217581,0.00870322,0.020670148,0,0.000217581,0.125326371,0,0.669060052,0.015665796,1,1,47372,0.101
controller,0.280409731,0.006402049,0.00128041,0.044814341,0.1,0.21,0.651728553,0.272727273,0.023047375,0.011523688,0.00128041,0,0,0,0.006402049,0.017925736,0,0.00128041,0.016645327,0,0.633802817,0.015364917,1,0,1636,0.336
controversialist,1,0,0,0,0.25,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0.5
controversy,0.142356548,0.008760403,0.00131406,0.025843189,0.333,0.065,0.818659658,0.138414367,0.010512484,0.001752081,0,0,0,0,0.008760403,0.017520806,0,0.00043802,0.107752957,0,0.710468682,0.004380201,1,1,4318,0.139
contumely,0,0,0,0,0.167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,0
contusion,0.625,0,0,0.083333333,0.034,0.207,0.291666667,0.625,0.041666667,0,0,0,0,0,0,0.041666667,0,0,0.041666667,0,0.25,0,1,1,59,0.559
conundrum,0.34516129,0.019354839,0,0.061290323,0.048,0.121,0.574193548,0.341935484,0.029032258,0.003225806,0,0,0,0,0.019354839,0.032258065,0,0,0.14516129,0,0.429032258,0,1,0,418,0.234
conurbation,0.222222222,0,0,0.111111111,0,0.1,0.666666667,0.222222222,0,0.111111111,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0,1,0,10,0.4
convalescence,0.538461538,0,0,0.076923077,0.328,0,0.384615385,0.538461538,0,0.076923077,0,0,0,0,0,0,0,0,0.153846154,0,0.230769231,0,0,1,59,0
convalescent,0.6,0,0,0,0,0.091,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,1,0,15,0.133
convection,0.05,0,0,0.1,0.738,0.007,0.8,0.05,0,0.1,0,0,0,0,0,0,0,0,0.05,0,0.75,0.05,0,1,250,0.004
convector,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
convener,0.2,0,0,0.05,0.237,0.053,0.75,0.2,0,0.05,0,0,0,0,0,0,0,0,0,0,0.75,0,1,0,39,0.154
convenience,0.201438849,0.014388489,0,0.028776978,0.415,0.05,0.75059952,0.199040767,0.004796163,0,0,0,0,0,0.014388489,0.026378897,0.002398082,0,0.079136691,0,0.669064748,0.004796163,1,1,2369,0.068
convent,0.286987522,0.005347594,0,0.010695187,0.06,0.057,0.695187166,0.28342246,0.007130125,0.001782531,0,0,0,0,0.005347594,0.005347594,0,0,0.024955437,0,0.670231729,0.001782531,1,0,807,0.118
convention,0.097413096,0.006669361,0.000606306,0.031123686,0.112,0.126,0.800929669,0.096604689,0.007477769,0.006669361,0,0.000202102,0.000404204,0,0.006063056,0.017784964,0,0,0.032942603,0,0.767987065,0.063662086,1,1,8503,0.23
conventionality,0.071428571,0,0,0,0.439,0.024,0.928571429,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0.928571429,0,1,1,41,0.024
convergence,0.358796296,0,0,0.006944444,0.41,0.018,0.62962963,0.358796296,0.002314815,0.002314815,0,0,0,0,0,0.002314815,0,0,0.12037037,0,0.509259259,0.00462963,1,1,959,0.036
conversation,0.364828656,0.017769003,0.003807643,0.05260189,0.205,0.142,0.559159498,0.35834156,0.015230574,0.003102524,0.00183331,0,0.000423071,0.000705119,0.016358765,0.039345649,0.000282048,0.000564095,0.124806092,0,0.433507263,0.005076858,1,1,14775,0.244
conversationalist,0.796296296,0,0,0.037037037,0.069,0.097,0.166666667,0.796296296,0.018518519,0,0,0,0,0,0,0.018518519,0,0,0.018518519,0,0.148148148,0,1,0,72,0.208
conversazione,0.75,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,1,0,5,0
converse,0.051020408,0.010204082,0,0.040816327,0.359,0.005,0.87755102,0.020408163,0.030612245,0.020408163,0,0,0,0,0.010204082,0.020408163,0,0,0.020408163,0,0.857142857,0.020408163,0,0,272,0.011
conversion,0.204833142,0.004602992,0,0.046029919,0.377,0.089,0.733026467,0.202531646,0.014959724,0.010356732,0,0,0,0,0.004602992,0.024165708,0,0.001150748,0.088607595,0,0.643268124,0.010356732,1,1,3137,0.113
convert,0.006369427,0.210191083,0,0.210191083,0.009,0.646,0.541401274,0.01910828,0.101910828,0.038216561,0.012738854,0,0,0.01910828,0.184713376,0.063694268,0,0,0.165605096,0,0.375796178,0.012738854,1,0,558,0.98
converter,0.360655738,0,0,0.054644809,0.084,0.238,0.573770492,0.360655738,0.032786885,0.005464481,0,0,0,0,0,0.016393443,0,0,0.021857923,0,0.551912568,0.010928962,1,0,361,0.324
convertibility,0,0,0,0.1,0.652,0,0.9,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.9,0,0,1,89,0
convertible,0.445414847,0,0,0.100436681,0.096,0.099,0.362445415,0.445414847,0.021834061,0.065502183,0,0,0,0,0,0.013100437,0,0,0.061135371,0,0.301310044,0.091703057,1,0,394,0.18
convexity,0.4,0,0,0,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,1,1,11,0.091
conveyance,0.2,0,0,0.054545455,0.288,0.068,0.727272727,0.2,0,0,0,0,0,0,0,0.054545455,0,0,0.109090909,0,0.618181818,0.018181818,1,1,182,0.093
conveyer,0.5,0,0,0.055555556,0.077,0.115,0.444444444,0.5,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,1,0,60,0.083
convict,0.011764706,0.129411765,0,0.317647059,0.004,0.617,0.435294118,0.035294118,0.152941176,0.070588235,0.011764706,0.011764706,0,0.011764706,0.105882353,0.082352941,0,0,0.082352941,0,0.341176471,0.082352941,1,0,267,0.966
conviction,0.338321405,0.010409889,0.005204945,0.083929733,0.165,0.127,0.538061158,0.32986337,0.038386467,0.024723487,0,0,0.001301236,0,0.008458035,0.029928432,0.000650618,0.001301236,0.095640859,0,0.439817827,0.029277814,1,1,4230,0.32
conviviality,0.5,0,0,0,0.511,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,1,45,0
convocation,0.31147541,0,0,0,0.09,0.051,0.68852459,0.31147541,0,0,0,0,0,0,0,0,0,0,0.06557377,0,0.62295082,0,1,1,98,0.051
convolution,0.090909091,0.045454545,0,0,0.067,0.111,0.863636364,0.090909091,0,0,0,0,0,0,0.045454545,0,0,0,0.045454545,0,0.818181818,0,1,0,48,0.729
convolvulus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0
convoy,0.494140625,0.00390625,0,0.041015625,0.043,0.182,0.44921875,0.48828125,0.02734375,0.001953125,0.001953125,0,0,0,0.00390625,0.015625,0,0,0.0078125,0,0.44140625,0.01171875,0,0,838,0.252
convulsion,0.395348837,0.011627907,0,0.11627907,0.038,0.385,0.441860465,0.372093023,0.081395349,0.023255814,0,0,0,0,0.011627907,0.058139535,0,0,0.046511628,0,0.395348837,0.011627907,1,0,234,0.718
conway,0.222222222,0,0,0.166666667,0.845,0,0.277777778,0.166666667,0.111111111,0.055555556,0,0,0,0,0,0.055555556,0,0,0,0,0.277777778,0.333333333,0,0,657,0
cony,0,0,0,0.166666667,0.343,0.286,0.666666667,0.166666667,0,0,0,0,0,0,0,0.166666667,0,0,0.166666667,0,0.5,0,1,1,37,0.595
coo,0.255319149,0,0.021276596,0.063829787,0.418,0.134,0.617021277,0.255319149,0.021276596,0.021276596,0,0,0,0,0,0.042553191,0,0,0.021276596,0,0.595744681,0.042553191,1,0,286,0.21
cook,0.360059761,0.027888446,0,0.070717131,0.288,0.111,0.518426295,0.352091633,0.021912351,0.051792829,0.000498008,0,0.000498008,0.000498008,0.02689243,0.012450199,0,0,0.042330677,0,0.476095618,0.014940239,1,0,10075,0.148
cookbook,0.333333333,0.035087719,0,0.083820663,0.151,0.161,0.528265107,0.32748538,0.058479532,0.013645224,0.003898635,0,0.003898635,0.001949318,0.027290448,0.013645224,0,0,0.066276803,0,0.461988304,0.019493177,1,0,1316,0.24
cooker,0.461538462,0.003846154,0,0.026923077,0.258,0.09,0.5,0.465384615,0.019230769,0.011538462,0,0,0,0,0,0,0,0,0.026923077,0,0.473076923,0.003846154,1,0,484,0.124
cookery,0,0,0,0,0.778,0.012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,111,0.018
cookhouse,0.076923077,0,0,0,0.067,0,0.923076923,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0.923076923,0,1,0,20,0
cookie,0.297342193,0.051495017,0,0.214285714,0.069,0.433,0.428571429,0.27076412,0.064784053,0.079734219,0.00166113,0,0.00166113,0.000830565,0.047342193,0.098837209,0,0.002491694,0.074750831,0,0.351328904,0.004983389,1,0,4498,0.592
cooking,0.081589958,0.006276151,0.006276151,0.039748954,0.697,0,0.857740586,0.073221757,0.006276151,0.031380753,0,0,0,0,0.006276151,0.010460251,0,0.00209205,0.10251046,0,0.753138075,0.014644351,0,1,7135,0
cookout,0.728571429,0.014285714,0,0.028571429,0.056,0.222,0.228571429,0.728571429,0,0,0,0,0.014285714,0,0,0.028571429,0,0,0.042857143,0,0.185714286,0,1,0,136,0.338
cool,0.231192661,0.001834862,0,0.011009174,0.587,0.001,0.673394495,0.220183486,0.012844037,0.003669725,0,0,0,0.001834862,0,0.005504587,0,0,0.062385321,0,0.611009174,0.082568807,0,1,2690,0.001
coolant,0.2,0,0,0,0.385,0.126,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0.072727273,0,0.727272727,0,1,1,205,0.112
cooler,0.256972112,0.011952191,0,0.027888446,0.076,0.167,0.703187251,0.252988048,0.019920319,0.005976096,0,0,0,0,0.011952191,0.005976096,0,0,0.021912351,0,0.6812749,0,1,0,866,0.289
coolie,0.170212766,0.042553191,0,0.14893617,0.132,0.319,0.638297872,0.170212766,0.106382979,0,0.042553191,0,0,0,0.021276596,0,0,0,0.042553191,0,0.595744681,0,1,0,114,0.509
coolness,0.225806452,0,0.006451613,0.006451613,0.29,0,0.767741935,0.219354839,0.006451613,0.006451613,0,0,0,0,0,0,0,0,0.051612903,0,0.716129032,0,0,1,332,0
coon,0.42,0,0,0.18,0.37,0.13,0.34,0.42,0.14,0.02,0,0,0,0,0,0.02,0,0,0,0,0.32,0.06,1,0,207,0.198
coop,0.253846154,0,0,0.023076923,0.286,0.043,0.703846154,0.25,0.011538462,0.003846154,0,0,0,0,0,0.011538462,0,0,0.030769231,0,0.673076923,0.019230769,1,0,554,0.088
cooper,0.187969925,0.007518797,0,0.15037594,0.796,0.001,0.421052632,0.187969925,0,0.127819549,0,0,0,0,0.007518797,0.022556391,0,0,0.045112782,0,0.37593985,0.233082707,1,0,3234,0.003
cooperation,0.062695925,0,0.001567398,0.021943574,0.695,0.001,0.898119122,0.061128527,0.004702194,0.012539185,0,0,0,0,0,0.006269592,0,0.001567398,0.192789969,0,0.703761755,0.017241379,0,1,7308,0.001
coordinate,0.24,0,0,0.08,0.255,0.021,0.68,0.2,0.04,0,0,0,0,0,0,0.08,0,0,0.12,0,0.56,0,1,0,50,0.02
coot,0.3,0.02,0,0.04,0.554,0.043,0.62,0.3,0.02,0,0,0,0,0,0.02,0.02,0,0,0.18,0,0.44,0.02,1,0,200,0.145
cop,0.27842507,0.013258337,0.000401768,0.09401366,0.122,0.169,0.606669345,0.265568501,0.065689032,0.014865408,0.001004419,0.000200884,0.000200884,0.001607071,0.011048614,0.027320209,0,0,0.035556448,0,0.570510245,0.005624749,0,0,7891,0.442
cop-out,0.907407407,0,0,0.018518519,0.051,0,0.074074074,0.907407407,0.018518519,0,0,0,0,0,0,0,0,0,0.018518519,0,0.055555556,0,1,0,60,0.017
cope,0,0,0,0.025641026,0.421,0.053,0.897435897,0.025641026,0.051282051,0,0,0,0,0,0,0.025641026,0,0,0,0,0.897435897,0,1,0,116,0.103
copernicus,0.1875,0,0.0625,0.0625,0.71,0,0.75,0.1875,0,0,0,0,0,0,0,0.0625,0,0,0,0,0.75,0,0,0,166,0
copestone,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0
