Sentence,Tags,Dependencies,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb,Verb Lemma,Verb Tag,Relation to Verb,Verb Adverbial Modifier,Verb Negation,Auxillary,Copula Other Tag,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compound Head,Compound Modifiers,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Plurality of Noun,Bareness of Noun,Plurality of Verb,"length of chain, is_head, is_corrupted, absolute location in chain, relative location in chain, distance from previous mention",Parse Error,Origin,A+N,F+N,all+N,O-Den,Allan Test Result,Denumerator,Allan Type,SubType,Magnitude
"But Walt Disney Concert Hall , Frank Gehry 's shining edifice of swoops and swags atop Bunker Hill in downtown Los Angeles , finally opened on October 23,2003 , with a concert that no one in the audience of 2,200 or so will ever forget .","But/but/CC Walt/Walt/NNP Disney/Disney/NNP Concert/Concert/NNP Hall/Hall/NNP ,/,/, Frank/Frank/NNP Gehry/Gehry/NNP 's/'s/POS shining/shine/VBG edifice/edifice/NN of/of/IN swoops/swoop/NNS and/and/CC swags/swag/NNS atop/atop/IN Bunker/Bunker/NNP Hill/Hill/NNP in/in/IN downtown/downtown/NN Los/Los/NNP Angeles/Angeles/NNP ,/,/, finally/finally/RB opened/open/VBN on/on/IN October/October/NNP 23,2003/23,2003/CD ,/,/, with/with/IN a/a/DT concert/concert/NN that/that/IN no/no/DT one/one/NN in/in/IN the/the/DT audience/audience/NN of/of/IN 2,200/2,200/CD or/or/CC so/so/RB will/will/MD ever/ever/RB forget/forget/VB ././. ","ROOT (ROOT-0, opened-25) cc (opened-25, But-1) compound (Hall-5, Walt-2) compound (Hall-5, Disney-3) compound (Hall-5, Concert-4) nsubj (opened-25, Hall-5) punct (Hall-5, ,-6) compound (Gehry-8, Frank-7) nmod:poss (edifice-11, Gehry-8) case (Gehry-8, 's-9) amod (edifice-11, shining-10) appos (Hall-5, edifice-11) case (swoops-13, of-12) nmod:of (edifice-11, swoops-13) cc (swoops-13, and-14) nmod:of (edifice-11, swags-15) conj:and (swoops-13, swags-15) case (Hill-18, atop-16) compound (Hill-18, Bunker-17) nmod:atop (swoops-13, Hill-18) case (Angeles-22, in-19) compound (Angeles-22, downtown-20) compound (Angeles-22, Los-21) nmod:in (Hill-18, Angeles-22) punct (Hall-5, ,-23) advmod (opened-25, finally-24) case (October-27, on-26) nmod:on (opened-25, October-27) nummod (October-27, 23,2003-28) punct (opened-25, ,-29) case (concert-32, with-30) det (concert-32, a-31) nmod:with (opened-25, concert-32) case (one-35, that-33) neg (one-35, no-34) nmod:that (concert-32, one-35) case (audience-38, in-36) det (audience-38, the-37) nmod:in (one-35, audience-38) case (2,200-40, of-39) nmod:of (audience-38, 2,200-40) cc (opened-25, or-41) advmod (opened-25, so-42) aux (forget-45, will-43) advmod (forget-45, ever-44) ccomp (opened-25, forget-45) punct (opened-25, .-46) ",swag,15,"nmod:of (edifice-11, swags-15) conj:and (swoops-13, swags-15) ",shining edifice of swoops and swags atop Bunker Hill in downtown,NNS,[],,,,,[],[],[],,"[('of', 'edifice', 11)]",['of'],[],['edifice'],[],[],"[('and', 'swoops', 13)]",['and'],[swoops-13],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],plural,linked,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/mag/w_mag_2004.txt_1.csv,0,0,0,0,unknown,,,,
"Eric , a selection of BACKPACKER swag is on its way .","Eric/Eric/NNP ,/,/, a/a/DT selection/selection/NN of/of/IN BACKPACKER/BACKPACKER/NNP swag/swag/NN is/be/VBZ on/on/IN its/its/PRP$ way/way/NN ././. ","ROOT (ROOT-0, way-11) nsubj (way-11, Eric-1) punct (Eric-1, ,-2) det (selection-4, a-3) appos (Eric-1, selection-4) case (swag-7, of-5) compound (swag-7, BACKPACKER-6) nmod:of (selection-4, swag-7) cop (way-11, is-8) case (way-11, on-9) nmod:poss (way-11, its-10) punct (way-11, .-12) ",swag,7,"case (swag-7, of-5) compound (swag-7, BACKPACKER-6) nmod:of (selection-4, swag-7) ",", a selection of BACKPACKER swag is on its way .",NN,[],,,,,[],[],[],,"[('of', 'selection', 4)]",['of'],[],['selection'],[],[],[],[],[],[],['BACKPACKER'],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],singular,bare singular,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/mag/w_mag_2004.txt_1.csv,0,0,0,0,unknown,,,,
"This bag contains only socially conscious products , for celebrities who prefer their swag to be healthy , eco-friendly , and nonexploitive.","This/this/DT bag/bag/NN contains/contain/VBZ only/only/RB socially/socially/RB conscious/conscious/JJ products/product/NNS ,/,/, for/for/IN celebrities/celebrity/NNS who/who/WP prefer/prefer/VBP their/they/PRP$ swag/swag/NN to/to/TO be/be/VB healthy/healthy/JJ ,/,/, eco-friendly/eco-friendly/JJ ,/,/, and/and/CC nonexploitive/nonexploitive/JJ ././. ","ROOT (ROOT-0, contains-3) det (bag-2, This-1) nsubj (contains-3, bag-2) advmod (products-7, only-4) advmod (products-7, socially-5) amod (products-7, conscious-6) dobj (contains-3, products-7) punct (contains-3, ,-8) case (celebrities-10, for-9) nmod:for (contains-3, celebrities-10) nsubj (prefer-12, celebrities-10) ref (celebrities-10, who-11) acl:relcl (celebrities-10, prefer-12) nmod:poss (swag-14, their-13) dobj (prefer-12, swag-14) mark (healthy-17, to-15) cop (healthy-17, be-16) acl:to (swag-14, healthy-17) punct (healthy-17, ,-18) acl:to (swag-14, eco-friendly-19) conj:and (healthy-17, eco-friendly-19) punct (healthy-17, ,-20) cc (healthy-17, and-21) acl:to (swag-14, nonexploitive-22) conj:and (healthy-17, nonexploitive-22) punct (contains-3, .-23) ",swag,14,"nmod:poss (swag-14, their-13) dobj (prefer-12, swag-14) acl:to (swag-14, healthy-17) acl:to (swag-14, eco-friendly-19) acl:to (swag-14, nonexploitive-22) ","for celebrities who prefer their swag to be healthy , eco-friendly",NN,[],prefer-12,prefer,VBP,object,[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,['their'],[],[],[],[],[],[],[],[],[],singular,linked,plural,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/mag/w_mag_2005.txt_1.csv,0,0,0,0,unknown,,,,
"The magic of Jon Olsson is that he makes it all look so natural : the looks , the girls , the wheels , the swag , the bling , and , of course , the skiing .","The/the/DT magic/magic/NN of/of/IN Jon/Jon/NNP Olsson/Olsson/NNP is/be/VBZ that/that/IN he/he/PRP makes/make/VBZ it/it/PRP all/all/DT look/look/VBP so/so/RB natural/natural/JJ :/:/: the/the/DT looks/look/NNS ,/,/, the/the/DT girls/girl/NNS ,/,/, the/the/DT wheels/wheel/NNS ,/,/, the/the/DT swag/swag/NN ,/,/, the/the/DT bling/bling/NN ,/,/, and/and/CC ,/,/, of/of/IN course/course/NN ,/,/, the/the/DT skiing/skiing/NN ././. ","ROOT (ROOT-0, is-6) det (magic-2, The-1) nsubj (is-6, magic-2) case (Olsson-5, of-3) compound (Olsson-5, Jon-4) nmod:of (magic-2, Olsson-5) mark (makes-9, that-7) nsubj (makes-9, he-8) ccomp (is-6, makes-9) dobj (makes-9, it-10) nsubj (look-12, all-11) acl:relcl (it-10, look-12) advmod (natural-14, so-13) xcomp (look-12, natural-14) punct (it-10, :-15) det (looks-17, the-16) dep (it-10, looks-17) punct (looks-17, ,-18) det (girls-20, the-19) appos (looks-17, girls-20) punct (looks-17, ,-21) det (wheels-23, the-22) appos (looks-17, wheels-23) punct (looks-17, ,-24) det (swag-26, the-25) appos (looks-17, swag-26) punct (looks-17, ,-27) det (bling-29, the-28) appos (looks-17, bling-29) punct (it-10, ,-30) cc (it-10, and-31) punct (course-34, ,-32) case (course-34, of-33) nmod:of (it-10, course-34) punct (course-34, ,-35) det (skiing-37, the-36) dobj (makes-9, skiing-37) conj:and (it-10, skiing-37) punct (is-6, .-38) ",swag,26,"det (swag-26, the-25) appos (looks-17, swag-26) ",", the wheels , the swag , the bling , and",NN,[],,,,,[],[],[],,[],[],[],[],['the'],['definite article'],[],[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],"['modifier', 'looks']",['looks'],[],[],[],singular,linked,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/mag/w_mag_2005.txt_2.csv,0,0,0,0,unknown,the,non-Denumerator,the,
Remove writing tip and replace with a medium petal tip ( #104 ) ; use to pipe 2 curved swags of frosting in 1 quadrant and 1 curved swag in another quadrant to resemble one side of each of 3 pea pods .,Remove/remove/VB writing/write/VBG tip/tip/NN and/and/CC replace/replace/VB with/with/IN a/a/DT medium/medium/NN petal/petal/JJ tip/tip/NN -LRB-/-lrb-/-LRB- #/#/# 104/104/CD -RRB-/-rrb-/-RRB- ;/;/: use/use/NN to/to/TO pipe/pipe/NN 2/2/CD curved/curved/JJ swags/swag/NNS of/of/IN frosting/frosting/NN in/in/IN 1/1/CD quadrant/quadrant/NN and/and/CC 1/1/CD curved/curved/JJ swag/swag/NN in/in/IN another/another/DT quadrant/quadrant/NN to/to/TO resemble/resemble/VB one/one/CD side/side/NN of/of/IN each/each/DT of/of/IN 3/3/CD pea/pea/NN pods/pod/NNS ././. ,"ROOT (ROOT-0, Remove-1) xcomp (Remove-1, writing-2) dobj (writing-2, tip-3) cc (Remove-1, and-4) conj:and (Remove-1, replace-5) case (tip-10, with-6) det (tip-10, a-7) nmod:npmod (petal-9, medium-8) amod (tip-10, petal-9) nmod:with (replace-5, tip-10) punct (104-13, (-11) compound (104-13, #-12) dep (tip-10, 104-13) punct (104-13, )-14) punct (tip-10, ;-15) dep (tip-10, use-16) case (pipe-18, to-17) nmod:to (use-16, pipe-18) nummod (swags-21, 2-19) amod (swags-21, curved-20) dobj (replace-5, swags-21) case (frosting-23, of-22) nmod:of (swags-21, frosting-23) case (quadrant-26, in-24) nummod (quadrant-26, 1-25) nmod:in (frosting-23, quadrant-26) cc (frosting-23, and-27) nummod (swag-30, 1-28) amod (swag-30, curved-29) nmod:of (swags-21, swag-30) conj:and (frosting-23, swag-30) case (quadrant-33, in-31) det (quadrant-33, another-32) nmod:in (swag-30, quadrant-33) mark (resemble-35, to-34) acl:to (quadrant-33, resemble-35) nummod (side-37, one-36) xcomp (resemble-35, side-37) case (each-39, of-38) nmod:of (side-37, each-39) case (pods-43, of-40) nummod (pods-43, 3-41) compound (pods-43, pea-42) nmod:of (each-39, pods-43) punct (Remove-1, .-44) ",swag,21,"nummod (swags-21, 2-19) amod (swags-21, curved-20) dobj (replace-5, swags-21) nmod:of (swags-21, frosting-23) nmod:of (swags-21, swag-30) ",to pipe 2 curved swags of frosting in 1 quadrant and,NNS,[],replace-5,replace,VB,object,[],[],[],,"[('of', 'frosting', 23), ('of', 'swag', 30)]","['of', 'of']","['frosting', 'swag']",[],[],[],[],[],[],[],[],['curved'],[0.015],[0.02125],[0.0025],[0.0025],[0.015],[0.0075],[0.065],[0.02],[0.015],[0.6525],[0.16125],[0.0175],[0.005],[],[],['2'],[],[],[],[],[],[],[],plural,linked,ambiguous,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/mag/w_mag_2005.txt_2.csv,0,0,0,1,unknown,2,other,digits,small
Remove writing tip and replace with a medium petal tip ( #104 ) ; use to pipe 2 curved swags of frosting in 1 quadrant and 1 curved swag in another quadrant to resemble one side of each of 3 pea pods .,Remove/remove/VB writing/write/VBG tip/tip/NN and/and/CC replace/replace/VB with/with/IN a/a/DT medium/medium/NN petal/petal/JJ tip/tip/NN -LRB-/-lrb-/-LRB- #/#/# 104/104/CD -RRB-/-rrb-/-RRB- ;/;/: use/use/NN to/to/TO pipe/pipe/NN 2/2/CD curved/curved/JJ swags/swag/NNS of/of/IN frosting/frosting/NN in/in/IN 1/1/CD quadrant/quadrant/NN and/and/CC 1/1/CD curved/curved/JJ swag/swag/NN in/in/IN another/another/DT quadrant/quadrant/NN to/to/TO resemble/resemble/VB one/one/CD side/side/NN of/of/IN each/each/DT of/of/IN 3/3/CD pea/pea/NN pods/pod/NNS ././. ,"ROOT (ROOT-0, Remove-1) xcomp (Remove-1, writing-2) dobj (writing-2, tip-3) cc (Remove-1, and-4) conj:and (Remove-1, replace-5) case (tip-10, with-6) det (tip-10, a-7) nmod:npmod (petal-9, medium-8) amod (tip-10, petal-9) nmod:with (replace-5, tip-10) punct (104-13, (-11) compound (104-13, #-12) dep (tip-10, 104-13) punct (104-13, )-14) punct (tip-10, ;-15) dep (tip-10, use-16) case (pipe-18, to-17) nmod:to (use-16, pipe-18) nummod (swags-21, 2-19) amod (swags-21, curved-20) dobj (replace-5, swags-21) case (frosting-23, of-22) nmod:of (swags-21, frosting-23) case (quadrant-26, in-24) nummod (quadrant-26, 1-25) nmod:in (frosting-23, quadrant-26) cc (frosting-23, and-27) nummod (swag-30, 1-28) amod (swag-30, curved-29) nmod:of (swags-21, swag-30) conj:and (frosting-23, swag-30) case (quadrant-33, in-31) det (quadrant-33, another-32) nmod:in (swag-30, quadrant-33) mark (resemble-35, to-34) acl:to (quadrant-33, resemble-35) nummod (side-37, one-36) xcomp (resemble-35, side-37) case (each-39, of-38) nmod:of (side-37, each-39) case (pods-43, of-40) nummod (pods-43, 3-41) compound (pods-43, pea-42) nmod:of (each-39, pods-43) punct (Remove-1, .-44) ",swag,30,"nummod (swag-30, 1-28) amod (swag-30, curved-29) nmod:of (swags-21, swag-30) conj:and (frosting-23, swag-30) nmod:in (swag-30, quadrant-33) ",quadrant and 1 curved swag in another quadrant to resemble one,NN,[],,,,,[],[],[],,"[('of', 'swags', 21), ('in', 'quadrant', 33)]","['of', 'in']",['quadrant'],['swags'],[],[],"[('and', 'frosting', 23)]",['and'],[frosting-23],[],[],['curved'],[0.015],[0.02125],[0.0025],[0.0025],[0.015],[0.0075],[0.065],[0.02],[0.015],[0.6525],[0.16125],[0.0175],[0.005],[],[],['1'],[],[],[],[],[],[],[],singular,linked,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/mag/w_mag_2005.txt_2.csv,1,0,0,0,countable,1,unit,digits,small
Place M &M's; on frosting swags to resemble peas .,Place/place/NN M/m/NN &/&/CC M/m/NN 's/'s/POS ;/;/: on/on/IN frosting/frosting/NN swags/swag/NNS to/to/TO resemble/resemble/VB peas/pea/NNS ././. ,"ROOT (ROOT-0, M-2) nsubj (M-2, Place-1) cc (M-4, &-3) nsubj (resemble-11, M-4) case (M-4, 's-5) punct (frosting-8, ;-6) case (frosting-8, on-7) nmod:on (swags-9, frosting-8) dep (M-4, swags-9) acl (swags-9, to-10) ccomp (M-2, resemble-11) xcomp (resemble-11, peas-12) punct (M-2, .-13) ",swag,9,"nmod:on (swags-9, frosting-8) dep (M-4, swags-9) acl (swags-9, to-10) ",on frosting swags to resemble peas .,NNS,[],,,,,[],[],[],,"[('on', 'frosting', 8)]",['on'],['frosting'],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],plural,bare plural,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/mag/w_mag_2005.txt_2.csv,0,0,0,0,unknown,,,,
Then pipe a curved swag on top of and slightly overlapping the peas in each pod .,Then/then/RB pipe/pipe/NN a/a/DT curved/curved/JJ swag/swag/NN on/on/IN top/top/NN of/of/IN and/and/CC slightly/slightly/RB overlapping/overlap/VBG the/the/DT peas/pea/NNS in/in/IN each/each/DT pod/pod/NN ././. ,"ROOT (ROOT-0, pipe-2) advmod (pipe-2, Then-1) det (swag-5, a-3) amod (swag-5, curved-4) dep (pipe-2, swag-5) case (peas-13, on-6) mwe (on-6, top-7) mwe (on-6, of-8) cc (overlapping-11, and-9) advmod (overlapping-11, slightly-10) dep (peas-13, overlapping-11) det (peas-13, the-12) nmod:on_top_of (swag-5, peas-13) case (pod-16, in-14) det (pod-16, each-15) nmod:in (peas-13, pod-16) punct (pipe-2, .-17) ",swag,5,"det (swag-5, a-3) amod (swag-5, curved-4) dep (pipe-2, swag-5) nmod:on_top_of (swag-5, peas-13) ",Then pipe a curved swag on top of and slightly,NN,[],,,,,[],[],[],,"[('on_top_of', 'peas', 13)]",['on_top_of'],['peas'],[],['a'],['indefinite article'],[],[],[],[],[],['curved'],[0.015],[0.02125],[0.0025],[0.0025],[0.015],[0.0075],[0.065],[0.02],[0.015],[0.6525],[0.16125],[0.0175],[0.005],[],[],[],[],[],[],[],[],[],[],singular,linked,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/mag/w_mag_2005.txt_2.csv,1,0,0,0,countable,a,unit,a/an,small
1 BRAWNY SUGAR PINECONE swags anchor a mixed-cone garland above the fireplace .,1/1/CD BRAWNY/BRAWNY/NNP SUGAR/sugar/NN PINECONE/pinecone/NN swags/swag/NNS anchor/anchor/VBP a/a/DT mixed-cone/mixed-cone/JJ garland/garland/NN above/above/IN the/the/DT fireplace/fireplace/NN ././. ,"ROOT (ROOT-0, anchor-6) nummod (swags-5, 1-1) compound (swags-5, BRAWNY-2) compound (swags-5, SUGAR-3) compound (swags-5, PINECONE-4) nsubj (anchor-6, swags-5) det (garland-9, a-7) amod (garland-9, mixed-cone-8) dobj (anchor-6, garland-9) case (fireplace-12, above-10) det (fireplace-12, the-11) nmod:above (garland-9, fireplace-12) punct (anchor-6, .-13) ",swag,5,"nummod (swags-5, 1-1) compound (swags-5, BRAWNY-2) compound (swags-5, SUGAR-3) compound (swags-5, PINECONE-4) nsubj (anchor-6, swags-5) ",1 BRAWNY SUGAR PINECONE swags anchor a mixed-cone garland above,NNS,[],anchor-6,anchor,VBP,subject,[],[],[],,[],[],[],[],[],[],[],[],[],[],"['BRAWNY', 'SUGAR', 'PINECONE']",[],,,,,,,,,,,,,,[],[],['1'],[],[],[],[],[],[],[],plural,linked,plural,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/mag/w_mag_2006.txt_1.csv,0,0,0,0,unknown,1,unit,digits,small
9 ATTACH swags of holiday greens and pinecones to lanterns .,9/9/CD ATTACH/attach/NN swags/swag/NNS of/of/IN holiday/holiday/NN greens/green/NNS and/and/CC pinecones/pinecone/NNS to/to/TO lanterns/lantern/NNS ././. ,"ROOT (ROOT-0, swags-3) nummod (swags-3, 9-1) compound (swags-3, ATTACH-2) case (greens-6, of-4) compound (greens-6, holiday-5) nmod:of (swags-3, greens-6) cc (greens-6, and-7) nmod:of (swags-3, pinecones-8) conj:and (greens-6, pinecones-8) case (lanterns-10, to-9) nmod:to (swags-3, lanterns-10) punct (swags-3, .-11) ",swag,3,"ROOT (ROOT-0, swags-3) nummod (swags-3, 9-1) compound (swags-3, ATTACH-2) nmod:of (swags-3, greens-6) nmod:of (swags-3, pinecones-8) nmod:to (swags-3, lanterns-10) punct (swags-3, .-11) ",9 ATTACH swags of holiday greens and pinecones,NNS,[],,,,,[],[],[],,"[('of', 'greens', 6), ('of', 'pinecones', 8), ('to', 'lanterns', 10)]","['of', 'of', 'to']","['greens', 'pinecones', 'lanterns']",[],[],[],[],[],[],[],['ATTACH'],[],,,,,,,,,,,,,,[],[],['9'],[],[],[],[],[],[],[],plural,linked,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/mag/w_mag_2006.txt_1.csv,0,0,0,1,unknown,9,other,digits,small
Sheer rosebud fabric left over from the bed skirt swags an Oriental mirror . ',Sheer/sheer/JJ rosebud/rosebud/NN fabric/fabric/NN left/leave/VBD over/over/RP from/from/IN the/the/DT bed/bed/NN skirt/skirt/NN swags/swag/NNS an/a/DT Oriental/oriental/JJ mirror/mirror/NN ././. '/'/'' ,"ROOT (ROOT-0, left-4) amod (fabric-3, Sheer-1) compound (fabric-3, rosebud-2) nsubj (left-4, fabric-3) compound:prt (left-4, over-5) case (bed-8, from-6) det (bed-8, the-7) nmod:from (left-4, bed-8) compound (swags-10, skirt-9) dep (bed-8, swags-10) det (mirror-13, an-11) amod (mirror-13, Oriental-12) dep (swags-10, mirror-13) punct (left-4, .-14) punct (left-4, '-15) ",swag,10,"compound (swags-10, skirt-9) dep (bed-8, swags-10) dep (swags-10, mirror-13) ",over from the bed skirt swags an Oriental mirror . ',NNS,[],,,,,[],[],[],,[],[],[],[],[],[],[],[],[],[],['skirt'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],plural,bare plural,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/mag/w_mag_2006.txt_1.csv,0,0,0,0,unknown,,,,
"In the gift bags at the 2004 ESPY Awards , where Woods was a presenter , a BriteSmile certificate was included in the swag .","In/in/IN the/the/DT gift/gift/NN bags/bags/NN at/at/IN the/the/DT 2004/2004/CD ESPY/ESPY/NNP Awards/award/NNS ,/,/, where/where/WRB Woods/Woods/NNP was/be/VBD a/a/DT presenter/presenter/NN ,/,/, a/a/DT BriteSmile/BriteSmile/NNP certificate/certificate/NN was/be/VBD included/include/VBN in/in/IN the/the/DT swag/swag/NN ././. ","ROOT (ROOT-0, included-21) case (bags-4, In-1) det (bags-4, the-2) compound (bags-4, gift-3) nmod:in (included-21, bags-4) case (Awards-9, at-5) det (Awards-9, the-6) nummod (Awards-9, 2004-7) compound (Awards-9, ESPY-8) nmod:at (bags-4, Awards-9) punct (included-21, ,-10) advmod (presenter-15, where-11) nsubj (presenter-15, Woods-12) cop (presenter-15, was-13) det (presenter-15, a-14) advcl (included-21, presenter-15) punct (included-21, ,-16) det (certificate-19, a-17) compound (certificate-19, BriteSmile-18) nsubjpass (included-21, certificate-19) auxpass (included-21, was-20) case (swag-24, in-22) det (swag-24, the-23) nmod:in (included-21, swag-24) punct (included-21, .-25) ",swag,24,"case (swag-24, in-22) det (swag-24, the-23) nmod:in (included-21, swag-24) ",certificate was included in the swag .,NN,[],,,,,[],[],[],,"[('in', 'included', 21)]",['in'],[],['included'],['the'],['definite article'],[],[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['in'],[],[],[],[],[],[],singular,linked,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/mag/w_mag_2006.txt_1.csv,0,0,0,0,unknown,the,non-Denumerator,the,
"WHERE TO EAT Upscale For hip dining , head to Comptoir , a restaurant-bar overflowing with pillows and swags of sheer fabric , serving up Asian-Moroccan fusion .","WHERE/where/VB TO/to/TO EAT/eat/VB Upscale/Upscale/NNP For/for/IN hip/hip/NN dining/dining/NN ,/,/, head/head/NN to/to/TO Comptoir/Comptoir/NNP ,/,/, a/a/DT restaurant-bar/restaurant-bar/NN overflowing/overflow/VBG with/with/IN pillows/pillow/NNS and/and/CC swags/swag/NNS of/of/IN sheer/sheer/JJ fabric/fabric/NN ,/,/, serving/serve/VBG up/up/RP Asian-Moroccan/asian-moroccan/JJ fusion/fusion/NN ././. ","ROOT (ROOT-0, WHERE-1) mark (EAT-3, TO-2) xcomp (WHERE-1, EAT-3) dobj (EAT-3, Upscale-4) case (dining-7, For-5) compound (dining-7, hip-6) nmod:for (Upscale-4, dining-7) punct (Upscale-4, ,-8) advmod (Upscale-4, head-9) case (Comptoir-11, to-10) nmod:to (head-9, Comptoir-11) punct (Comptoir-11, ,-12) det (restaurant-bar-14, a-13) appos (Comptoir-11, restaurant-bar-14) acl (restaurant-bar-14, overflowing-15) case (pillows-17, with-16) nmod:with (overflowing-15, pillows-17) cc (pillows-17, and-18) nmod:with (overflowing-15, swags-19) conj:and (pillows-17, swags-19) case (fabric-22, of-20) amod (fabric-22, sheer-21) nmod:of (pillows-17, fabric-22) punct (overflowing-15, ,-23) advcl (overflowing-15, serving-24) compound:prt (serving-24, up-25) amod (fusion-27, Asian-Moroccan-26) dobj (serving-24, fusion-27) punct (WHERE-1, .-28) ",swag,19,"nmod:with (overflowing-15, swags-19) conj:and (pillows-17, swags-19) ","restaurant-bar overflowing with pillows and swags of sheer fabric , serving",NNS,[],,,,,[],[],[],,"[('with', 'overflowing', 15)]",['with'],[],['overflowing'],[],[],"[('and', 'pillows', 17)]",['and'],[pillows-17],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],plural,linked,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/mag/w_mag_2006.txt_2.csv,0,0,0,0,unknown,,,,
"As Laurence Fox of Evergreen Antiques explains , '' Faux finishes , such as marbling and stenciling , as well as trompe-l'oeil medallions and floral swags , were charming and cheaper to produce .","As/as/IN Laurence/Laurence/NNP Fox/Fox/NNP of/of/IN Evergreen/Evergreen/NNP Antiques/Antiques/NNP explains/explain/VBZ ,/,/, ''/''/'' Faux/faux/NN finishes/finish/NNS ,/,/, such/such/JJ as/as/IN marbling/marbling/NN and/and/CC stenciling/stenciling/NN ,/,/, as/as/RB well/well/RB as/as/IN trompe-l'oeil/trompe-l'oeil/JJ medallions/medallion/NNS and/and/CC floral/floral/JJ swags/swag/NNS ,/,/, were/be/VBD charming/charming/JJ and/and/CC cheaper/cheaper/JJR to/to/TO produce/produce/VB ././. ","ROOT (ROOT-0, charming-29) mark (explains-7, As-1) compound (Fox-3, Laurence-2) nsubj (explains-7, Fox-3) case (Antiques-6, of-4) compound (Antiques-6, Evergreen-5) nmod:of (Fox-3, Antiques-6) advcl:as (charming-29, explains-7) punct (charming-29, ,-8) punct (charming-29, ''-9) compound (finishes-11, Faux-10) nsubj (charming-29, finishes-11) nsubj (cheaper-31, finishes-11) nsubj:xsubj (produce-33, finishes-11) punct (finishes-11, ,-12) case (marbling-15, such-13) mwe (such-13, as-14) nmod:such_as (finishes-11, marbling-15) cc (marbling-15, and-16) nmod:such_as (finishes-11, stenciling-17) conj:and (marbling-15, stenciling-17) punct (marbling-15, ,-18) cc (marbling-15, as-19) mwe (as-19, well-20) mwe (as-19, as-21) amod (medallions-23, trompe-l'oeil-22) nmod:such_as (finishes-11, medallions-23) conj:and (marbling-15, medallions-23) cc (medallions-23, and-24) amod (swags-26, floral-25) conj:and (marbling-15, swags-26) conj:and (medallions-23, swags-26) punct (finishes-11, ,-27) cop (charming-29, were-28) cc (charming-29, and-30) conj:and (charming-29, cheaper-31) mark (produce-33, to-32) xcomp (cheaper-31, produce-33) punct (charming-29, .-34) ",swag,26,"amod (swags-26, floral-25) conj:and (marbling-15, swags-26) conj:and (medallions-23, swags-26) ","as trompe-l'oeil medallions and floral swags , were charming and cheaper",NNS,[],,,,,[],[],[],,[],[],[],[],[],[],"[('and', 'marbling', 15), ('and', 'medallions', 23)]","['and', 'and']","[marbling-15, medallions-23]",[],[],['floral'],[0.04],[0.08875],[0.0425],[0.04625],[0.042083333333333334],[0.0225],[0.24416666666666667],[0.045],[0.0575],[0.06333333333333332],[0.17208333333333337],[0.10708333333333332],[0.02875],[],[],[],[],[],[],[],[],[],[],plural,linked,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/mag/w_mag_2007.txt_1.csv,0,0,0,0,unknown,,,,
