Sentence,Tags,Dependencies,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb,Verb Lemma,Verb Tag,Relation to Verb,Verb Adverbial Modifier,Verb Negation,Auxillary,Copula Other Tag,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compound Head,Compound Modifiers,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Plurality of Noun,Bareness of Noun,Plurality of Verb,"length of chain, is_head, is_corrupted, absolute location in chain, relative location in chain, distance from previous mention",Parse Error,Origin,A+N,F+N,all+N,O-Den,Allan Test Result,Denumerator,Allan Type,SubType,Magnitude
"The word expansive came to mind , or a three-tiered cake on a crystal stand , a monument in buttercream frosting , swags of sugar violets , silver dots .","The/the/DT word/word/NN expansive/expansive/JJ came/come/VBD to/to/TO mind/mind/VB ,/,/, or/or/CC a/a/DT three-tiered/three-tiered/JJ cake/cake/NN on/on/IN a/a/DT crystal/crystal/NN stand/stand/NN ,/,/, a/a/DT monument/monument/NN in/in/IN buttercream/buttercream/NN frosting/frosting/NN ,/,/, swags/swag/NNS of/of/IN sugar/sugar/NN violets/violet/NNS ,/,/, silver/silver/NN dots/dot/NNS ././. ","ROOT (ROOT-0, came-4) det (word-2, The-1) nsubj (came-4, word-2) nsubj:xsubj (mind-6, word-2) amod (word-2, expansive-3) mark (mind-6, to-5) xcomp (came-4, mind-6) punct (cake-11, ,-7) cc (cake-11, or-8) det (cake-11, a-9) amod (cake-11, three-tiered-10) dep (mind-6, cake-11) case (stand-15, on-12) det (stand-15, a-13) compound (stand-15, crystal-14) nmod:on (cake-11, stand-15) punct (cake-11, ,-16) det (monument-18, a-17) appos (cake-11, monument-18) case (frosting-21, in-19) compound (frosting-21, buttercream-20) nmod:in (monument-18, frosting-21) punct (cake-11, ,-22) appos (cake-11, swags-23) case (violets-26, of-24) compound (violets-26, sugar-25) nmod:of (swags-23, violets-26) punct (violets-26, ,-27) compound (dots-29, silver-28) appos (violets-26, dots-29) punct (came-4, .-30) ",swag,23,"appos (cake-11, swags-23) nmod:of (swags-23, violets-26) ","monument in buttercream frosting , swags of sugar violets , silver",NNS,[],,,,,[],[],[],,"[('of', 'violets', 26)]",['of'],['violets'],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],"['modifier', 'cake']",['cake'],[],[],[],plural,bare plural,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2008.txt_2.csv,0,0,0,0,unknown,,,,
"Okay , the sky was actually a pink tester , and a roseate symphony of swags , ruffles , and other femstuff surrounded and enveloped him .","Okay/okay/UH ,/,/, the/the/DT sky/sky/NN was/be/VBD actually/actually/RB a/a/DT pink/pink/JJ tester/tester/NN ,/,/, and/and/CC a/a/DT roseate/roseate/NN symphony/symphony/NN of/of/IN swags/swag/NNS ,/,/, ruffles/ruffle/NNS ,/,/, and/and/CC other/other/JJ femstuff/femstuff/NN surrounded/surround/VBN and/and/CC enveloped/envelop/VBD him/he/PRP ././. ","ROOT (ROOT-0, tester-9) discourse (tester-9, Okay-1) punct (tester-9, ,-2) det (sky-4, the-3) nsubj (tester-9, sky-4) cop (tester-9, was-5) advmod (tester-9, actually-6) det (tester-9, a-7) amod (tester-9, pink-8) punct (tester-9, ,-10) cc (tester-9, and-11) det (symphony-14, a-12) compound (symphony-14, roseate-13) nsubj (surrounded-23, symphony-14) nsubj (enveloped-25, symphony-14) case (swags-16, of-15) nmod:of (symphony-14, swags-16) punct (swags-16, ,-17) nmod:of (symphony-14, ruffles-18) conj:and (swags-16, ruffles-18) punct (swags-16, ,-19) cc (swags-16, and-20) amod (femstuff-22, other-21) nmod:of (symphony-14, femstuff-22) conj:and (swags-16, femstuff-22) conj:and (tester-9, surrounded-23) cc (surrounded-23, and-24) conj:and (tester-9, enveloped-25) conj:and (surrounded-23, enveloped-25) dobj (enveloped-25, him-26) punct (tester-9, .-27) ",swag,16,"case (swags-16, of-15) nmod:of (symphony-14, swags-16) punct (swags-16, ,-17) conj:and (swags-16, ruffles-18) punct (swags-16, ,-19) cc (swags-16, and-20) conj:and (swags-16, femstuff-22) ","and a roseate symphony of swags , ruffles , and other",NNS,[],,,,,[],[],[],,"[('of', 'symphony', 14)]",['of'],[],['symphony'],[],[],"[('and', 'ruffles', 18), ('and', 'femstuff', 22)]","['and', 'and']","[ruffles-18, femstuff-22]",[],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],plural,bare plural,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2007.txt_1.csv,0,0,0,0,unknown,,,,
"He really did n't know how he 'd gotten out of the house , and yet here he was , drifting along like any idler , watching through the swags of power lines as guys in gloves , masks , plastic coveralls , and blue hardhats came around a huge trash pile blocking the corner .","He/he/PRP really/really/RB did/do/VBD n't/not/RB know/know/VB how/how/WRB he/he/PRP 'd/would/MD gotten/get/VBN out/out/IN of/of/IN the/the/DT house/house/NN ,/,/, and/and/CC yet/yet/RB here/here/RB he/he/PRP was/be/VBD ,/,/, drifting/drift/VBG along/along/IN like/like/IN any/any/DT idler/idler/NN ,/,/, watching/watch/VBG through/through/IN the/the/DT swags/swag/NNS of/of/IN power/power/NN lines/line/NNS as/as/IN guys/guy/NNS in/in/IN gloves/glove/NNS ,/,/, masks/mask/NNS ,/,/, plastic/plastic/JJ coveralls/coverall/NNS ,/,/, and/and/CC blue/blue/JJ hardhats/hardhat/NNS came/come/VBD around/around/IN a/a/DT huge/huge/JJ trash/trash/NN pile/pile/NN blocking/block/VBG the/the/DT corner/corner/NN ././. ","ROOT (ROOT-0, know-5) nsubj (know-5, He-1) advmod (know-5, really-2) aux (know-5, did-3) neg (know-5, n't-4) advmod (gotten-9, how-6) nsubj (gotten-9, he-7) aux (gotten-9, 'd-8) ccomp (know-5, gotten-9) compound:prt (gotten-9, out-10) case (house-13, of-11) det (house-13, the-12) nmod:of (gotten-9, house-13) punct (know-5, ,-14) cc (know-5, and-15) advmod (drifting-21, yet-16) advmod (drifting-21, here-17) nsubj (drifting-21, he-18) aux (drifting-21, was-19) punct (drifting-21, ,-20) conj:and (know-5, drifting-21) advmod (drifting-21, along-22) case (idler-25, like-23) det (idler-25, any-24) nmod:like (drifting-21, idler-25) punct (drifting-21, ,-26) dep (drifting-21, watching-27) case (swags-30, through-28) det (swags-30, the-29) nmod:through (watching-27, swags-30) case (lines-33, of-31) compound (lines-33, power-32) nmod:of (swags-30, lines-33) mark (came-47, as-34) nsubj (came-47, guys-35) case (gloves-37, in-36) nmod:in (guys-35, gloves-37) punct (gloves-37, ,-38) nmod:in (guys-35, masks-39) conj:and (gloves-37, masks-39) punct (gloves-37, ,-40) amod (coveralls-42, plastic-41) nmod:in (guys-35, coveralls-42) conj:and (gloves-37, coveralls-42) punct (gloves-37, ,-43) cc (gloves-37, and-44) amod (hardhats-46, blue-45) nmod:in (guys-35, hardhats-46) conj:and (gloves-37, hardhats-46) advcl:as (watching-27, came-47) case (pile-52, around-48) det (pile-52, a-49) amod (pile-52, huge-50) compound (pile-52, trash-51) nmod:around (came-47, pile-52) xcomp (came-47, blocking-53) det (corner-55, the-54) dobj (blocking-53, corner-55) punct (know-5, .-56) ",swag,30,"case (swags-30, through-28) det (swags-30, the-29) nmod:through (watching-27, swags-30) nmod:of (swags-30, lines-33) ","idler , watching through the swags of power lines as guys",NNS,[],,,,,[],[],[],,"[('through', 'watching', 27), ('of', 'lines', 33)]","['through', 'of']",['lines'],['watching'],['the'],['definite article'],[],[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['through'],[],[],[],[],[],[],plural,linked,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2007.txt_1.csv,0,0,0,0,unknown,the,non-Denumerator,the,
"Furthermore , these crooks generally donated their swag to charity or to a worthy individual ( after deducting a sufficient amount to ensure their own rather lavish lifestyle , of course ) .","Furthermore/furthermore/RB ,/,/, these/these/DT crooks/crook/NNS generally/generally/RB donated/donate/VBD their/they/PRP$ swag/swag/NN to/to/TO charity/charity/NN or/or/CC to/to/TO a/a/DT worthy/worthy/JJ individual/individual/NN -LRB-/-lrb-/-LRB- after/after/IN deducting/deduct/VBG a/a/DT sufficient/sufficient/JJ amount/amount/NN to/to/TO ensure/ensure/VB their/they/PRP$ own/own/JJ rather/rather/RB lavish/lavish/JJ lifestyle/lifestyle/NN ,/,/, of/of/IN course/course/NN -RRB-/-rrb-/-RRB- ././. ","ROOT (ROOT-0, donated-6) advmod (donated-6, Furthermore-1) punct (donated-6, ,-2) det (crooks-4, these-3) nsubj (donated-6, crooks-4) nsubj (donated-6, crooks-4) advmod (donated-6, generally-5) conj:or (donated-6, donated-6) nmod:poss (swag-8, their-7) dobj (donated-6, swag-8) case (charity-10, to-9) nmod:to (donated-6, charity-10) cc (donated-6, or-11) case (individual-15, to-12) det (individual-15, a-13) amod (individual-15, worthy-14) nmod:to (donated-6, individual-15) punct (deducting-18, (-16) mark (deducting-18, after-17) nmod (individual-15, deducting-18) det (amount-21, a-19) amod (amount-21, sufficient-20) dobj (deducting-18, amount-21) mark (ensure-23, to-22) advcl:to (deducting-18, ensure-23) nmod:poss (lifestyle-28, their-24) amod (lifestyle-28, own-25) advmod (lavish-27, rather-26) amod (lifestyle-28, lavish-27) dobj (ensure-23, lifestyle-28) punct (lifestyle-28, ,-29) case (course-31, of-30) nmod:of (lifestyle-28, course-31) punct (deducting-18, )-32) punct (donated-6, .-33) ",swag,8,"nmod:poss (swag-8, their-7) dobj (donated-6, swag-8) ",these crooks generally donated their swag to charity or to a,NN,[],donated-6,donate,VBD,object,"['Furthermore', 'generally']",[],[],,[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,['their'],[],[],[],[],[],[],[],[],[],singular,linked,ambiguous,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2007.txt_2.csv,0,0,0,0,unknown,,,,
"JUNO Hey , what kind of swag did you score ?","JUNO/JUNO/NNP Hey/hey/UH ,/,/, what/what/WDT kind/kind/NN of/of/IN swag/swag/NN did/do/VBD you/you/PRP score/score/VB ?/?/. ","ROOT (ROOT-0, JUNO-1) nsubj (did-8, JUNO-1) discourse (did-8, Hey-2) punct (did-8, ,-3) ref (JUNO-1, what-4) advmod (did-8, kind-5) case (swag-7, of-6) nmod:of (kind-5, swag-7) acl:relcl (JUNO-1, did-8) nsubj (score-10, you-9) ccomp (did-8, score-10) punct (JUNO-1, ?-11) ",swag,7,"case (swag-7, of-6) nmod:of (kind-5, swag-7) ","Hey , what kind of swag did you score ?",NN,[],,,,,[],[],[],,"[('of', 'kind', 5)]",['of'],[],['kind'],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],singular,bare singular,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2007.txt_2.csv,0,0,0,0,unknown,,,,
Loaded swag into van .,Loaded/load/VBN swag/swag/NN into/into/IN van/van/NN ././. ,"ROOT (ROOT-0, Loaded-1) dobj (Loaded-1, swag-2) case (van-4, into-3) nmod:into (Loaded-1, van-4) punct (Loaded-1, .-5) ",swag,2,"dobj (Loaded-1, swag-2) ",Loaded swag into van .,NN,[],Loaded-1,load,VBN,object,[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],singular,bare singular,ambiguous,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2008.txt_1.csv,0,0,0,0,unknown,,,,
"A photograph of Nina and Adam on vacation in Cape Cod , his prize nineteenth-century nautical barometer , some swag he 'd picked up at weather conventions-key chains and mouse pads advertising various online weather services .","A/a/DT photograph/photograph/NN of/of/IN Nina/Nina/NNP and/and/CC Adam/Adam/NNP on/on/IN vacation/vacation/NN in/in/IN Cape/Cape/NNP Cod/Cod/NNP ,/,/, his/he/PRP$ prize/prize/NN nineteenth-century/nineteenth-century/JJ nautical/nautical/JJ barometer/barometer/NN ,/,/, some/some/DT swag/swag/NN he/he/PRP 'd/have/VBD picked/pick/VBN up/up/RP at/at/IN weather/weather/NN conventions-key/conventions-key/JJ chains/chain/NNS and/and/CC mouse/mouse/NN pads/pad/NNS advertising/advertise/VBG various/various/JJ online/online/JJ weather/weather/NN services/service/NNS ././. ","ROOT (ROOT-0, photograph-2) det (photograph-2, A-1) case (Nina-4, of-3) nmod:of (photograph-2, Nina-4) cc (Nina-4, and-5) nmod:of (photograph-2, Adam-6) conj:and (Nina-4, Adam-6) case (vacation-8, on-7) nmod:on (Nina-4, vacation-8) case (Cod-11, in-9) compound (Cod-11, Cape-10) nmod:in (vacation-8, Cod-11) punct (photograph-2, ,-12) nmod:poss (prize-14, his-13) appos (photograph-2, prize-14) amod (barometer-17, nineteenth-century-15) amod (barometer-17, nautical-16) dep (prize-14, barometer-17) punct (photograph-2, ,-18) det (swag-20, some-19) appos (photograph-2, swag-20) nsubj (picked-23, he-21) aux (picked-23, 'd-22) acl:relcl (swag-20, picked-23) compound:prt (picked-23, up-24) mark (advertising-32, at-25) compound (chains-28, weather-26) amod (chains-28, conventions-key-27) nsubj (advertising-32, chains-28) cc (chains-28, and-29) compound (pads-31, mouse-30) conj:and (chains-28, pads-31) nsubj (advertising-32, pads-31) advcl:at (picked-23, advertising-32) amod (services-36, various-33) amod (services-36, online-34) compound (services-36, weather-35) dobj (advertising-32, services-36) punct (photograph-2, .-37) ",swag,20,"det (swag-20, some-19) appos (photograph-2, swag-20) acl:relcl (swag-20, picked-23) ","nineteenth-century nautical barometer , some swag he 'd picked up at",NN,[],,,,,[],[],[],,[],[],[],[],['some'],['indefinite article'],[],[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],"['modifier', 'photograph']",['photograph'],[],[],[],singular,linked,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2008.txt_1.csv,0,0,0,0,unknown,some,non-Denumerator,non quantificational,
"Those booths , set deep within swags of thick jewel-toned curtains , were normally occupied by the evil bloodsuckers of Karkaroff , Snell and Associates , and some of them were even in attendance , but Dona Elizabeth Karkaroff was the only one worth noting , believe me , and do n't ever look her in the eye , everyone knows that , never in the eye-I can not stress this enough .","Those/those/DT booths/booth/NNS ,/,/, set/set/VBP deep/deep/JJ within/within/IN swags/swag/NNS of/of/IN thick/thick/JJ jewel-toned/jewel-toned/JJ curtains/curtain/NNS ,/,/, were/be/VBD normally/normally/RB occupied/occupy/VBN by/by/IN the/the/DT evil/evil/JJ bloodsuckers/bloodsucker/NNS of/of/IN Karkaroff/Karkaroff/NNP ,/,/, Snell/Snell/NNP and/and/CC Associates/Associates/NNPS ,/,/, and/and/CC some/some/DT of/of/IN them/they/PRP were/be/VBD even/even/RB in/in/IN attendance/attendance/NN ,/,/, but/but/CC Dona/Dona/NNP Elizabeth/Elizabeth/NNP Karkaroff/Karkaroff/NNP was/be/VBD the/the/DT only/only/JJ one/one/CD worth/worth/JJ noting/note/VBG ,/,/, believe/believe/VB me/I/PRP ,/,/, and/and/CC do/do/VBP n't/not/RB ever/ever/RB look/look/VB her/she/PRP in/in/IN the/the/DT eye/eye/NN ,/,/, everyone/everyone/NN knows/know/VBZ that/that/IN ,/,/, never/never/RB in/in/IN the/the/DT eye-I/eye-i/NN can/can/MD not/not/RB stress/stress/VB this/this/DT enough/enough/JJ ././. ","ROOT (ROOT-0, knows-61) det (booths-2, Those-1) nsubjpass (occupied-15, booths-2) punct (booths-2, ,-3) dep (booths-2, set-4) xcomp (set-4, deep-5) case (swags-7, within-6) nmod:within (deep-5, swags-7) case (curtains-11, of-8) amod (curtains-11, thick-9) amod (curtains-11, jewel-toned-10) nmod:of (swags-7, curtains-11) punct (booths-2, ,-12) auxpass (occupied-15, were-13) advmod (occupied-15, normally-14) ccomp (knows-61, occupied-15) case (bloodsuckers-19, by-16) det (bloodsuckers-19, the-17) amod (bloodsuckers-19, evil-18) nmod:agent (occupied-15, bloodsuckers-19) case (Karkaroff-21, of-20) nmod:of (bloodsuckers-19, Karkaroff-21) punct (Karkaroff-21, ,-22) nmod:of (bloodsuckers-19, Snell-23) conj:and (Karkaroff-21, Snell-23) cc (Karkaroff-21, and-24) nmod:of (bloodsuckers-19, Associates-25) conj:and (Karkaroff-21, Associates-25) punct (occupied-15, ,-26) cc (occupied-15, and-27) det:qmod (them-30, some-28) mwe (some-28, of-29) nsubj (attendance-34, them-30) cop (attendance-34, were-31) advmod (attendance-34, even-32) case (attendance-34, in-33) conj:and (occupied-15, attendance-34) ccomp (knows-61, attendance-34) punct (attendance-34, ,-35) cc (attendance-34, but-36) compound (Karkaroff-39, Dona-37) compound (Karkaroff-39, Elizabeth-38) nsubj (one-43, Karkaroff-39) nsubj (believe-47, Karkaroff-39) nsubj (look-54, Karkaroff-39) cop (one-43, was-40) det (one-43, the-41) amod (one-43, only-42) conj:and (occupied-15, one-43) conj:but (attendance-34, one-43) mark (noting-45, worth-44) advcl:worth (one-43, noting-45) punct (one-43, ,-46) conj:but (attendance-34, believe-47) conj:and (one-43, believe-47) dobj (believe-47, me-48) punct (one-43, ,-49) cc (one-43, and-50) aux (look-54, do-51) neg (look-54, n't-52) advmod (look-54, ever-53) conj:but (attendance-34, look-54) conj:and (one-43, look-54) dobj (look-54, her-55) case (eye-58, in-56) det (eye-58, the-57) nmod:in (look-54, eye-58) punct (knows-61, ,-59) nsubj (knows-61, everyone-60) nsubj (stress-70, that-62) punct (stress-70, ,-63) advmod (eye-I-67, never-64) case (eye-I-67, in-65) det (eye-I-67, the-66) nmod:in (stress-70, eye-I-67) aux (stress-70, can-68) neg (stress-70, not-69) ccomp (knows-61, stress-70) det (enough-72, this-71) dobj (stress-70, enough-72) punct (knows-61, .-73) ",swag,7,"case (swags-7, within-6) nmod:within (deep-5, swags-7) nmod:of (swags-7, curtains-11) ","booths , set deep within swags of thick jewel-toned curtains ,",NNS,[],,,,,[],[],[],,"[('within', 'deep', 5), ('of', 'curtains', 11)]","['within', 'of']",['curtains'],['deep'],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['within'],[],[],[],[],[],[],plural,bare plural,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2008.txt_1.csv,0,0,0,0,unknown,,,,
"Despite its lilac satin trim , its tight bodice and white lace , its long sleeves equipped with two la mode pouffings , Martha is scant competition for the opulent red velvet swags that drape the parlor 's cherrywood portal .","Despite/despite/IN its/its/PRP$ lilac/lilac/NN satin/satin/NN trim/trim/JJ ,/,/, its/its/PRP$ tight/tight/JJ bodice/bodice/NN and/and/CC white/white/JJ lace/lace/NN ,/,/, its/its/PRP$ long/long/JJ sleeves/sleeve/NNS equipped/equip/VBN with/with/IN two/two/CD la/la/DT mode/mode/NN pouffings/pouffing/NNS ,/,/, Martha/Martha/NNP is/be/VBZ scant/scant/JJ competition/competition/NN for/for/IN the/the/DT opulent/opulent/JJ red/red/JJ velvet/velvet/NN swags/swag/NNS that/that/WDT drape/drape/VBP the/the/DT parlor/parlor/NN 's/'s/POS cherrywood/cherrywood/NN portal/portal/NN ././. ","ROOT (ROOT-0, competition-27) case (satin-4, Despite-1) nmod:poss (satin-4, its-2) compound (satin-4, lilac-3) nmod:despite (competition-27, satin-4) amod (satin-4, trim-5) punct (satin-4, ,-6) nmod:poss (bodice-9, its-7) amod (bodice-9, tight-8) conj:and (satin-4, bodice-9) nmod:despite (competition-27, bodice-9) cc (satin-4, and-10) amod (lace-12, white-11) conj:and (satin-4, lace-12) nmod:despite (competition-27, lace-12) punct (lace-12, ,-13) nmod:poss (pouffings-22, its-14) amod (sleeves-16, long-15) dep (equipped-17, sleeves-16) amod (pouffings-22, equipped-17) case (two-19, with-18) nmod:with (equipped-17, two-19) det (mode-21, la-20) dep (two-19, mode-21) appos (lace-12, pouffings-22) punct (competition-27, ,-23) nsubj (competition-27, Martha-24) cop (competition-27, is-25) amod (competition-27, scant-26) case (swags-33, for-28) det (swags-33, the-29) amod (swags-33, opulent-30) amod (swags-33, red-31) compound (swags-33, velvet-32) nmod:for (competition-27, swags-33) nsubj (drape-35, swags-33) ref (swags-33, that-34) acl:relcl (swags-33, drape-35) det (parlor-37, the-36) nmod:poss (portal-40, parlor-37) case (parlor-37, 's-38) compound (portal-40, cherrywood-39) dobj (drape-35, portal-40) punct (competition-27, .-41) ",swag,33,"case (swags-33, for-28) det (swags-33, the-29) amod (swags-33, opulent-30) amod (swags-33, red-31) compound (swags-33, velvet-32) nmod:for (competition-27, swags-33) nsubj (drape-35, swags-33) ref (swags-33, that-34) acl:relcl (swags-33, drape-35) ",for the opulent red velvet swags that drape the parlor 's,NNS,[],drape-35,drape,VBP,subject,[],[],[],,"[('for', 'competition', 27)]",['for'],[],['competition'],['the'],['definite article'],[],[],[],[],['velvet'],"['opulent', 'red']","[0.045, 0.005]","[0.025, 0.013416666666666667]","[0.03, 0.005]","[0.0025, 0.0]","[0.0075, 0.00625]","[0.005, 0.0125]","[0.0325, 0.7495833333333334]","[0.0025, 0.02]","[0.7225, 0.0075]","[0.015, 0.07708333333333334]","[0.0975, 0.06638095238095239]","[0.015, 0.0175]","[0.0, 0.019785714285714285]",[],[],[],['for'],[],[],[],[],[],[],plural,linked,plural,"[2, True, False, 1, 0.5, 0] ",False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2008.txt_1.csv,0,0,0,0,unknown,the,non-Denumerator,the,
His shelves were cluttered with what he called '' space swag '' -artifacts collected from some of their recoveries that held absolutely no appeal for anyone but Matty Gurkow .,His/he/PRP$ shelves/shelf/NNS were/be/VBD cluttered/clutter/VBN with/with/IN what/what/WP he/he/PRP called/call/VBD ''/''/'' space/space/NN swag/swag/NN ''/''/'' -/-/: artifacts/artifact/NNS collected/collect/VBN from/from/IN some/some/DT of/of/IN their/they/PRP$ recoveries/recovery/NNS that/that/WDT held/hold/VBD absolutely/absolutely/RB no/no/DT appeal/appeal/NN for/for/IN anyone/anyone/NN but/but/CC Matty/Matty/NNP Gurkow/Gurkow/NNP ././. ,"ROOT (ROOT-0, cluttered-4) nmod:poss (shelves-2, His-1) nsubjpass (cluttered-4, shelves-2) auxpass (cluttered-4, were-3) case (artifacts-14, with-5) dobj (called-8, what-6) nsubj (called-8, he-7) dep (artifacts-14, called-8) punct (called-8, ''-9) compound (swag-11, space-10) dobj (called-8, swag-11) punct (called-8, ''-12) punct (artifacts-14, --13) nmod:with (cluttered-4, artifacts-14) acl (artifacts-14, collected-15) case (some-17, from-16) nmod:from (collected-15, some-17) nsubj (held-22, some-17) case (recoveries-20, of-18) nmod:poss (recoveries-20, their-19) nmod:of (some-17, recoveries-20) ref (some-17, that-21) acl:relcl (some-17, held-22) advmod (appeal-25, absolutely-23) neg (appeal-25, no-24) dobj (held-22, appeal-25) case (anyone-27, for-26) nmod:for (held-22, anyone-27) case (Gurkow-30, but-28) compound (Gurkow-30, Matty-29) nmod:but (anyone-27, Gurkow-30) punct (cluttered-4, .-31) ",swag,11,"compound (swag-11, space-10) dobj (called-8, swag-11) ",what he called '' space swag '' -artifacts collected from some,NN,[],called-8,call,VBD,object,[],[],[],,[],[],[],[],[],[],[],[],[],[],['space'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],singular,bare singular,ambiguous,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2008.txt_1.csv,0,0,0,0,unknown,,,,
He was glad of that-he 'd hate to think any of his swag had belonged to someone who 'd been killed in such an accident .,He/he/PRP was/be/VBD glad/glad/JJ of/of/IN that-he/that-he/JJ 'd/would/MD hate/hate/VB to/to/TO think/think/VB any/any/DT of/of/IN his/he/PRP$ swag/swag/NN had/have/VBD belonged/belong/VBN to/to/TO someone/someone/NN who/who/WP 'd/have/VBD been/be/VBN killed/kill/VBN in/in/IN such/such/JJ an/a/DT accident/accident/NN ././. ,"ROOT (ROOT-0, glad-3) nsubj (glad-3, He-1) cop (glad-3, was-2) case (that-he-5, of-4) nmod:of (glad-3, that-he-5) aux (hate-7, 'd-6) acl:relcl (that-he-5, hate-7) mark (think-9, to-8) xcomp (hate-7, think-9) nsubj (belonged-15, any-10) case (swag-13, of-11) nmod:poss (swag-13, his-12) nmod:of (any-10, swag-13) aux (belonged-15, had-14) ccomp (think-9, belonged-15) case (someone-17, to-16) nmod:to (belonged-15, someone-17) nsubjpass (killed-21, someone-17) ref (someone-17, who-18) aux (killed-21, 'd-19) auxpass (killed-21, been-20) acl:relcl (someone-17, killed-21) case (accident-25, in-22) amod (accident-25, such-23) det (accident-25, an-24) nmod:in (killed-21, accident-25) punct (glad-3, .-26) ",swag,13,"case (swag-13, of-11) nmod:poss (swag-13, his-12) nmod:of (any-10, swag-13) ",to think any of his swag had belonged to someone who,NN,[],,,,,[],[],[],,"[('of', 'any', 10)]",['of'],[],['any'],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,['his'],[],[],['of'],[],[],[],[],[],[],singular,linked,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2008.txt_1.csv,0,0,0,0,unknown,,,,
